Bergov;50.33722;17.05500;Jeseník;
Berk;49.90000;13.26833;Plzeň-sever;
Bernardov;50.01556;15.40278;Kutná Hora;
Bernartice;49.67639;15.12528;Benešov;
Bernartice;50.38889;17.08083;Jeseník;
Bernartice;49.32417;13.38500;Klatovy;
Bernartice;49.36917;14.38528;Písek;
Bernartice;49.62917;12.80111;Tachov;
Bernartice;50.64639;15.96528;Trutnov;
Bernartice nad Odrou;49.61167;17.94917;Nový Jičín;
Bernov;50.32306;12.69667;Karlovy Vary;
Bernov;50.23444;12.51361;Sokolov;
Beroun;49.96806;14.08278;Beroun;
Beroun;49.95111;12.92611;Karlovy Vary;
Bertoldka;50.40500;15.57778;Jičín;
Běrunice;50.18861;15.33361;NB;
Běruničky;50.19750;15.33611;NB;
Běřín;49.79028;13.98889;Příbram;
Beřovice;50.26694;14.12528;Kladno;
Besedice;50.62639;15.21056;Jablonec nad Nisou;
Besedná;49.76111;14.38194;Příbram;
Besednice;48.78889;14.55722;Český Krumlov;
Běsno;50.18028;13.51083;Louny;
Běstovice;50.02000;16.21250;Ústí nad Orlicí;
Běstvina;49.83694;15.59944;Chrudim;
Běstviny;50.31972;16.14944;Rychnov nad Kněžnou;
Bešetín;49.24139;13.63361;Klatovy;
Běšiny;49.30278;13.30444;Klatovy;
Beškov;50.51028;14.58111;Česká Lípa;
Běštín;49.80444;14.01361;Beroun;
Betlem;50.46194;15.25028;Jičín;
Betlem;50.84194;15.09583;Liberec;
Betlem;49.29861;14.99333;Pelhřimov;
Betlem;49.71556;16.15806;Svitavy;
Betlém;50.16361;16.36056;Rychnov nad Kněžnou;
Betlém;49.95806;16.23056;Ústí nad Orlicí;
Bezděčí;49.60611;16.61722;Blansko;
Bezděčí u Trnávky;49.69472;16.76444;Svitavy;
Bezděčín;49.32111;15.37944;Jihlava;
Bezděčín;50.65667;15.12639;Jablonec nad Nisou;
Bezděčín;50.38806;14.90028;Mladá Boleslav;
Bezděčín;49.40778;14.91611;Pelhřimov;
Bezděčín;50.55583;15.31333;Semily;
Bezděčín;49.33389;14.61694;Tábor;
Bezdědice;49.83167;14.03167;Beroun;
Bezdědice;50.48333;14.69833;Mladá Boleslav;
Bezdědičky;49.80667;14.00583;Beroun;
Bezdědovice;49.44639;13.88472;Strakonice;
Bezděkov;49.68417;15.16417;Benešov;
Bezděkov;49.58222;15.48639;Havlíčkův Brod;
Bezděkov;49.73361;15.73444;Havlíčkův Brod;
Bezděkov;49.25056;15.53111;Jihlava;
Bezděkov;49.38111;13.22722;Klatovy;
Bezděkov;50.00722;12.97750;Karlovy Vary;
Bezděkov;50.32306;13.58833;Louny;
Bezděkov;50.42528;14.29528;Litoměřice;
Bezděkov;49.71556;16.87000;Olomouc;
Bezděkov;49.57361;14.97167;Pelhřimov;
Bezděkov;49.53028;14.48361;Písek;
Bezděkov;49.41556;13.74222;Plzeň-jih;
Bezděkov;50.00861;15.64694;Pardubice;
Bezděkov;49.82417;13.59694;Rokycany;
Bezděkov;49.62389;12.69111;Tachov;
Bezděkov;50.58500;15.99861;Trutnov;
Bezděkov;49.30889;16.17472;Žďár nad Sázavou;
Bezděkov I;49.86000;14.76889;Benešov;
Bezděkov I;49.48278;13.33083;Klatovy;
Bezděkov I;49.78000;12.77861;Tachov;
Bezděkov nad Metují;50.50833;16.22944;Náchod;
Bezděkov pod Třemšínem;49.57972;13.88111;Příbram;
Bezděkov u Úsova;49.83083;17.00083;Šumperk;
Bezděkovec;49.46250;13.64500;Plzeň-jih;
Bezděkovské Předměstí;49.43333;12.93000;Domažlice;
Bezděz;50.53278;14.72278;Česká Lípa;
Bezdínek;49.91972;18.44278;Karviná;
Bezdrevská Bašta;49.03639;14.40889;České Budějovice;
Bezdružice;49.90611;12.97194;Tachov;
Bezejovice;49.73750;14.61056;Benešov;
Bezemín;49.84306;12.99806;Tachov;
Beziny;49.94972;16.01472;Chrudim;
Bezkov;48.87111;15.95500;Znojmo;
Bezměrov;49.32861;17.33417;Kroměříž;
Bezmíř;49.65306;14.53833;Benešov;
Bezník;50.44722;15.65111;Jičín;
Bezno;50.36556;14.79556;Mladá Boleslav;
Bezpráví;50.00083;16.33611;Ústí nad Orlicí;
Bezpravovice;49.44889;13.14583;Klatovy;
Bezručova Osada;49.74667;18.14306;Nový Jičín;
Beztahov;49.63944;14.61278;Benešov;
Bezuchov;49.46306;17.61028;Přerov;
Bezvěrov;49.94694;12.82556;Karlovy Vary;
Bezvěrov;49.99444;13.06250;Plzeň-sever;
Bežerovice;49.29611;14.52083;Tábor;
Bída;48.76972;14.53722;Český Krumlov;
Bijadla;49.56861;13.18111;Plzeň-jih;
Bílá;49.44333;18.45583;Frýdek-Místek;
Bílá;49.06944;15.05083;Jindřichův Hradec;
Bílá;50.66583;15.03500;Liberec;
Bílá Bříza;49.97167;18.01806;Opava;
Bílá Hájovna;50.07472;12.66833;Sokolov;
Bílá Hlína;50.53333;14.92389;Mladá Boleslav;
Bílá Hůrka;49.15583;14.30667;České Budějovice;
Bílá Lhota;49.70778;16.97778;Olomouc;
Bílá Skála;49.88583;13.67944;Rokycany;
Bílá Studně;49.78500;16.68944;Svitavy;
Bílá Třemešná;50.44639;15.74222;Trutnov;
Bílá Voda;50.44417;16.90778;Jeseník;
Bílá Voda;50.02111;16.74583;Ústí nad Orlicí;
Bílá Voda;49.28889;17.72250;Zlín;
Bilantova Lhota;49.65944;15.32889;Havlíčkův Brod;
Bílany;49.31222;17.42778;Kroměříž;
Bílavsko;49.38833;17.65028;Kroměříž;
Bílčice;49.87139;17.56583;Bruntál;
Bílé Podolí;49.95694;15.49361;Kutná Hora;
Bílé Poličany;50.39139;15.73333;Trutnov;
Bílé Předměstí;50.04306;15.79833;Pardubice;
Bílé Vchynice;50.09444;15.44278;Pardubice;
Bílek;49.69694;15.73361;Havlíčkův Brod;
Bílence;50.42417;13.50333;Chomutov;
Bílenec;50.13194;13.46750;Louny;
Bílenice;49.24000;13.65222;Klatovy;
Bíletín;49.81250;12.67889;Tachov;
Bílichov;50.26361;13.92056;Kladno;
Bílina;49.38139;14.36667;Písek;
Bílina;50.54917;13.77333;Teplice;
Bílinka;50.52194;14.00778;Litoměřice;
Bílinka;49.35667;14.37639;Písek;
Bílka;50.56861;13.94028;Teplice;
Bílkov;49.08528;15.47528;Jindřichův Hradec;
Bílkov;49.93694;15.09111;Kolín;
Bílkovice;49.76000;14.86139;Benešov;
Bílov;49.71528;18.00139;Nový Jičín;
Bílov;50.01806;13.42472;Plzeň-sever;
Bílová;49.41028;17.84778;Kroměříž;
Bílovec;49.75639;18.01444;Nový Jičín;
Bílovice;49.53278;12.77417;Domažlice;
Bílovice;49.51306;17.04000;Prostějov;
Bílovice;49.10000;17.55000;Uherské Hradiště;
Bílovice nad Svitavou;49.24833;16.67611;Brno-venkov;
Bílsko;50.34917;15.26750;Jičín;
Bílsko;49.64500;17.02056;Olomouc;
Bílsko;49.15750;14.06278;Strakonice;
Bíluky;49.46528;13.42722;Klatovy;
Bílý Kámen;49.93056;15.55000;Chrudim;
Bílý Kámen;49.43583;15.51306;Jihlava;
Bílý kopeček;49.30972;17.78917;Zlín;
Bílý Kostel nad Nisou;50.82472;14.92611;Liberec;
Bílý Kostelec;50.63389;14.34250;Litoměřice;
Bílý Kříž;49.49722;18.54222;Frýdek-Místek;
Bílý Kříž;49.42722;16.84861;Prostějov;
Bílý Kůň;49.88250;16.06778;Chrudim;
Bílý Mlýn;49.52944;12.71833;Domažlice;
Bílý Mlýn;49.54333;13.05944;Domažlice;
Bílý Potok;50.13000;17.32278;Bruntál;
Bílý Potok;50.40861;16.99000;Jeseník;
Bílý Potok;50.87278;15.22778;Liberec;
Bílý Újezd;50.54694;13.97444;Litoměřice;
Bílý Újezd;50.23944;16.22722;Rychnov nad Kněžnou;
Biřkov;49.51889;13.23167;Klatovy;
Biskoupky;49.09944;16.28222;Brno-venkov;
Biskoupky;49.87639;13.68167;Rokycany;
Biskupice;50.18139;17.61167;Bruntál;
Biskupice;49.87472;15.51417;Chrudim;
Biskupice;49.46000;17.23750;Prostějov;
Biskupice;49.64583;16.75722;Svitavy;
Biskupice;49.03722;16.01167;Třebíč;
Biskupice;49.08333;17.71222;Zlín;
Biskupský Dvůr;49.22111;14.81889;Jindřichův Hradec;
Bitětice;49.46639;15.14917;Pelhřimov;
Bítouchov;50.47667;14.88944;Mladá Boleslav;
Bítouchov;50.52889;15.30500;Semily;
Bítouchov I;50.61917;15.31667;Semily;
Bítov;49.92972;14.06472;Beroun;
Bítov;49.80028;18.05083;Nový Jičín;
Bítov;49.69611;13.09750;Plzeň-sever;
Bítov;49.37917;14.82028;Tábor;
Bítov;48.93833;15.73194;Znojmo;
Bítovánky;49.89417;15.87778;Chrudim;
Bítovánky;49.14444;15.68889;Třebíč;
Bítovany;49.89806;15.85972;Chrudim;
Bítovčice;49.36778;15.73806;Jihlava;
Bitovy;49.41083;13.18639;Klatovy;
